cq_id,domain,clause,excerpt,question,cco_elements,llm_model,llm_assessment,llm_reason,human_review
CQ407,Data Protection,Article 41(3),"The competent supervisory authority shall submit the draft criteria for accreditation... to the Board pursuant to the consistency mechanism referred to in Article 63.""",Which obligation requires the supervisory authority to submit draft accreditation criteria to the Board via the consistency mechanism?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""submit draft criteria"") and an object (""draft criteria""), which can be represented using the specified CCO elements.",Yes
CQ410,Data Protection,Article 43(7),"The competent supervisory authority or the national accreditation body shall revoke an accreditation of a certification body [...] where the conditions for the accreditation are not, or are no longer, met""",Which regulation specifies an obligation for supervisory authorities to revoke the accreditation of a certification body if conditions for accreditation are no longer met?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action, a role, and a condition, all of which can be represented using the provided CCO classes and properties.",Yes
CQ412,Data Protection,Article 43(1),"certification bodies which have an appropriate level of expertise [...] issue and renew certification""",Which role is responsible for issuing data protection certifications under Article 43?,"cco:Agent, cco:Obligation, cco:Role, cco:appliesToRole, cco:holdsRole",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text specifies an obligation for certification bodies (a role) to issue and renew certifications, which can be represented using CCO classes and properties.",No
CQ425,Data Protection,Article 43(6),"The Board shall collate all certification mechanisms and data protection seals in a register""",Which resource is created by the Board under Article 43(6)?,"cco:Norm, cco:Regulation, cco:Resource, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for the Board (Agent) to create a register (Resource), which can be represented using the specified CCO classes and properties.",Yes
CQ428,Data Protection,Article 45(5),"repeal, amend or suspend the decision referred to in paragraph 3 of this Article by means of implementing acts""",What action can the Commission take under Article 45(5) if a third country no longer ensures an adequate level of protection?,"cco:Permission, cco:Regulation, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission for an agent (Commission) to perform specific actions (repeal, amend, suspend) under a condition (third country no longer ensures adequate protection), which can be represented using CCO classes and properties.",Yes
CQ429,Data Protection,Article 45(5),"On duly justified imperative grounds of urgency, the Commission shall adopt immediately applicable implementing acts""",Under what condition can the Commission immediately adopt implementing acts under Article 45(5)?,"cco:Condition, cco:Norm, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a deontic statement (obligation) with an explicit condition, which can be represented using CCO's Norm, Condition, and their properties.",Yes
CQ430,Data Protection,Article 45(8),"The Commission shall publish in the Official Journal of the European Union and on its website a list of the third countries, territories and specified sectors within a third country and international organisations for which it has decided that an adequate level of protection is or is no longer ensured.""",Which regulation specifies an obligation for the Commission to publish a list of third countries with an adequate level of data protection?,"cco:Obligation, cco:Regulation, cco:Resource, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an agent (Commission), an action (publish), and an object (list), all representable using CCO classes and properties.",Yes
CQ434,Data Protection,Article 46(2)(b),"binding corporate rules in accordance with Article 47""",Which regulation specifies a norm that permits data transfers based on binding corporate rules?,"cco:Condition, cco:Permission, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text can be represented using CCO by mapping ""binding corporate rules"" to a Condition with a hasConditionExpression, linked via appliesUnder to a Permission norm specified by a Regulation.",Yes
CQ437,Data Protection,Article 46(4),"The supervisory authority shall apply the consistency mechanism referred to in Article 63 in the cases referred to in paragraph 3 of this Article.""",Which regulation specifies an obligation for the supervisory authority to apply the consistency mechanism in cases involving authorisation of appropriate safeguards?,"cco:Obligation, cco:Regulation, cco:Role, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role (supervisory authority) and action (apply consistency mechanism), which can be represented using CCO classes and properties.",Yes
CQ447,Data Protection,Article 49(5),"Union or Member State law may, for important reasons of public interest, expressly set limits to the transfer of specific categories of personal data to a third country or an international organisation.""",Can Member State law restrict transfers of special categories of personal data for important reasons of public interest?,"cco:Condition, cco:Prohibition, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission for Member States to impose prohibitions under specific conditions, which can be fully represented using the provided CCO classes and properties, including Prohibition, Condition, and appliesUnder.",No
CQ454,Data Protection,Article 50,"the Commission and supervisory authorities shall take appropriate steps to: (a) develop international cooperation mechanisms...""",Which obligation applies to the Commission and supervisory authorities in relation to international cooperation for data protection?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with specified roles and actions, all of which can be represented using the provided CCO classes and properties.",Yes
CQ455,Data Protection,Article 50(a),"develop international cooperation mechanisms to facilitate the effective enforcement of legislation for the protection of personal data""",What action must supervisory authorities take to facilitate enforcement of data protection legislation internationally?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on supervisory authorities (Agent with Role) to perform an action (develop international cooperation mechanisms), which can be represented using CCO classes and properties.",Yes
CQ456,Data Protection,Article 50(b),"provide international mutual assistance in the enforcement of legislation for the protection of personal data, including through notification, complaint referral...""",What action must supervisory authorities take regarding mutual assistance in enforcement of data protection laws?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on supervisory authorities (Agent/Role) to perform an action (provide mutual assistance), which can be represented using cco:Obligation, cco:hasAction, and appropriate role mapping.",Yes
CQ465,Data Protection,Article 51(4),"Each Member State shall notify to the Commission the provisions of its law which it adopts pursuant to this Chapter, by 25 May 2018...""",What action must each Member State take regarding notification of national laws adopted under this Chapter?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified action and agent, which can be represented using CCO classes and properties.",Yes
CQ471,Data Protection,Article 52(5),"Each Member State shall ensure that each supervisory authority chooses and has its own staff which shall be subject to the exclusive direction of the member or members...""",What obligation applies to Member States regarding staff selection for supervisory authorities?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""ensure that each supervisory authority chooses and has its own staff"") that can be represented using cco:Obligation and cco:hasAction, and the actors (Member States, supervisory authorities) are covered by cco:Agent and cco:Role.",Yes
CQ474,Data Protection,Article 53(1),"Member States shall provide for each member of their supervisory authorities to be appointed by means of a transparent procedure by: — their parliament; — their government; — their head of State; or — an independent body...""",What obligation applies to Member States regarding the appointment of supervisory authority members?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The excerpt contains an explicit obligation (""shall provide"") with an associated action (""appointment"") and applies to a role (""supervisory authorities""), which can be represented using CCO classes and properties.",Yes
CQ481,Data Protection,Article 57(1)(f),"handle complaints lodged by a data subject, or by a body, organisation or association [...] and investigate, to the extent appropriate, the subject matter of the complaint...""",What action must supervisory authorities take regarding complaints from data subjects?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for supervisory authorities (Agent with Role) to perform specific actions (handle and investigate complaints), which can be represented using CCO classes and properties.",Yes
CQ496,Data Protection,Article 57(1)(u),"keep internal records of infringements of this Regulation and of measures taken in accordance with Article 58(2)""",What action must supervisory authorities take regarding internal records of infringements?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for supervisory authorities to perform an action (keep records) on a specific resource (internal records of infringements and measures), which can be represented using CCO's Obligation, hasAction, and hasObject properties with generic class mappings.",Yes
CQ506,Data Protection,Article 58(3)(b),"to issue, on its own initiative or on request, opinions to the national parliament, the Member State government or, in accordance with Member State law, to other institutions and bodies""",Is a supervisory authority empowered to issue opinions to national parliaments or governments on data protection issues?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (issuing opinions) that applies to a specific role (supervisory authority) and can be represented using CCO's Permission class, appliesToRole, and hasAction properties.",Yes
CQ507,Data Protection,Article 59,"Each supervisory authority shall draw up an annual report on its activities""",Is there an obligation for a supervisory authority to draw up an annual report on its activities?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an agent (supervisory authority as a Role), an action (draw up), and a resource (annual report), all representable using CCO classes and properties.",Yes
CQ510,Data Protection,Article 60(1),"The lead supervisory authority shall cooperate with the other supervisory authorities concerned in accordance with this Article""",Is there an obligation for the lead supervisory authority to cooperate with other supervisory authorities concerned?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role and action, which can be represented using CCO classes and properties.",Yes
CQ511,Data Protection,Article 60(1),"The lead supervisory authority and the supervisory authorities concerned shall exchange all relevant information with each other""",Must the lead supervisory authority exchange all relevant information with other supervisory authorities concerned?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for agents (supervisory authorities) to perform an action (exchange information), which can be represented using CCO classes and properties.",Yes
CQ522,Data Protection,Article 61(4),"The requested supervisory authority shall not refuse to comply with the request unless: (a) it is not competent for the subject-matter... or (b) compliance would infringe this Regulation or Union or Member State law""",Is there a condition under which a supervisory authority may refuse to comply with a mutual assistance request?,"cco:Obligation, cco:Regulation, cco:appliesUnder, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a conditional prohibition (refusal) that can be represented using CCO's Prohibition class, appliesUnder property for conditions, and Regulation class for the referenced law, with the supervisory authority mapped to a Role.",No
CQ534,Data Protection,Article 64(3),"That opinion shall be adopted within eight weeks by simple majority of the members of the Board.""",What is the time frame within which the Board must issue an opinion on a draft decision under normal circumstances?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a temporal condition that can be represented using CCO's Obligation, hasAction, and appliesUnder properties with a Condition expressing the deadline.",Yes
CQ539,Data Protection,Article 64(6),"The competent supervisory authority shall not adopt its draft decision referred to in paragraph 1 within the period referred to in paragraph 3.""",During which period must a competent supervisory authority refrain from adopting a draft decision after submitting it to the Board?,"cco:Prohibition, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a prohibition with a temporal condition that can be represented using CCO's Prohibition, appliesUnder, and hasConditionExpression properties.",Yes
CQ552,Data Protection,Article 66(1),"The supervisory authority shall, without delay, communicate those measures and the reasons for adopting them to the other supervisory authorities concerned, to the Board and to the Commission.""","What obligation requires a supervisory authority to communicate urgent provisional measures to other authorities, the Board, and the Commission?","cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action and applicable role, which can be represented using CCO classes and properties.",Yes
CQ568,Data Protection,Article 70(1)(g),"issue guidelines, recommendations and best practices [...] for establishing the personal data breaches and determining the undue delay referred to in Article 33(1) and (2)""",Is there an obligation for the Board to issue guidelines on personal data breaches and undue delay under Article 33?,"cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for an agent (the Board) to perform an action (issue guidelines) regarding a resource (personal data breaches and undue delay), which can be represented using CCO classes and properties.",Yes
CQ588,Data Protection,Article 82(1),"Any person who has suffered material or non-material damage... shall have the right to receive compensation from the controller or processor for the damage suffered.""",Which obligation grants a person the right to compensation for material or non-material damage resulting from an infringement of the Regulation?,"cco:Permission, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a permission (right to compensation) with an associated action (receiving compensation) and object (damage), which can be represented using the specified CCO elements.",Yes
CQ596,Data Protection,Article 83(2),"Administrative fines shall, depending on the circumstances of each individual case, be imposed in addition to, or instead of, measures referred to in points (a) to (h) and (j) of Article 58(2).""",Under what circumstances may administrative fines be imposed in addition to or instead of other measures under Article 58(2)?,"cco:Permission, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a permission for imposing fines under certain conditions, which can be represented using cco:Permission, cco:appliesUnder with a cco:Condition, and cco:hasAction for the fine imposition.",Yes
CQ615,Data Protection,Article 88(1),"...for the purposes of recruitment, performance of the contract of employment, management, planning and organisation of work, health and safety at work...""",What actions are covered under the processing of employees' personal data in the employment context?,"cco:Permission, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause describes permitted actions (processing for specific purposes) which can be represented using cco:Permission and cco:hasAction with generic CCO classes covering the roles, resources, and context.",Yes
CQ637,Data Protection,Article 97(2),"The Commission shall examine, in particular, the application and functioning of: (a) Chapter V... (b) Chapter VII...""",What topics must the Commission examine in its reports under Article 97(2)?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on the Commission (Agent) to perform an action (examine specific topics), which can be represented using cco:Obligation and cco:hasAction, with the topics as a Resource.",Yes
CQ011,Education,26.5,"Spends at least 50% of their working hours in England over the duration of the apprenticeship.""",What condition must be satisfied regarding the apprentice’s working hours in England for funding eligibility?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause describes a condition using a specific criterion that can be represented with cco:Condition and cco:hasConditionExpression, and it relates to eligibility, which is within CCO's scope.",Yes
CQ021,Education,29.4,"Are undertaking another apprenticeship""",Is it prohibited to fund an individual who is already undertaking another apprenticeship?,"cco:Condition, cco:Prohibition, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a prohibition with a condition that can be represented using CCO's Prohibition class, appliesUnder property, and Condition class with hasConditionExpression.",Yes
CQ037,Education,23,"The provider must ensure that both the learner and the programme are eligible for funding by conducting an initial assessment.""",Which role is subject to the obligation to conduct an initial assessment for funding eligibility?,"cco:Obligation, cco:appliesToRole",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role and action, which can be represented using CCO classes and properties.",Yes
CQ039,Education,35.2.1,"Calculate the percentage of prior learning that the individual has, as a percentage of the off-the-job training hours...""",Which obligations apply to providers regarding the calculation of prior learning percentage for apprenticeship funding?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on providers (Agent/Role) to perform an action (calculate) on a resource (prior learning percentage), which can be represented using CCO classes and properties.",Yes
CQ042,Education,35.1.2,"Where training needs to be repeated to meet the accreditation requirements of a regulated profession then this is eligible learning...""",Which regulation specifies the obligation to document repeated training for accreditation in regulated professions?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation to document repeated training, which can be represented using CCO classes and properties, including Obligation, Action, Resource, and Regulation.",Yes
CQ046,Education,42,"An apprentice who requires substantial reasonable adjustments... if the cost exceeds £19,000 in a funding year.""",What condition must be satisfied for a provider to claim exceptional learning support (ELS)?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause describes a condition (cost exceeding £19,000) that triggers an exception or applies under a norm, which can be represented using cco:Condition with cco:hasConditionExpression for the cost threshold.",Yes
CQ047,Education,39,"As part of the initial assessment, the provider must undertake a screening exercise for learning support.""",Which regulation specifies the obligation to conduct a screening exercise for learning support?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action and applies to a role, which can be represented using the provided CCO classes and properties.",Yes
CQ053,Education,Evidence requirements (after 35.2.4),"Summarised the impact, including whether, and by how much, the apprenticeship content and price has been reduced.""",What obligation applies to providers regarding the documentation of prior learning impact on apprenticeship content?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on providers (Agent/Role) to document (Action) the impact (Resource) of prior learning on apprenticeship content, which can be represented using CCO's Obligation, appliesToRole, hasAction, and hasObject properties.",Yes
CQ060,Education,Unnamed,"Where amendments to the original plan are required, these will need to be documented, signed-off by the apprentice and evidenced accordingly.""",What obligation does a provider have when amendments to the original reasonable adjustment plan are required?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for a provider role to perform specific actions (document, sign-off, evidence) under a condition (amendments required), which can be fully represented using CCO classes and properties.",Yes
CQ068,Education,45.2,"The provider is responsible for ensuring that active learning for English and /or maths takes place in line with the signed training plan.""",What obligation do providers have regarding active learning for English and/or maths for apprentices aged 16–18?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a responsible agent (provider), an action (ensuring active learning), an object (English and/or maths), and a condition (in line with the signed training plan), all representable using CCO classes and properties.",Yes
CQ072,Education,45.4,"The provider must provide written evidence at gateway that the apprentice has achieved English and /or maths.""",What written evidence must providers provide at gateway for 16–18-year-old apprentices studying English and/or maths?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role, action, and object, all mappable to CCO classes and properties.",Yes
CQ073,Education,46.4,"The provider must provide written evidence at gateway that the apprentice has attempted the assessment(s).""",What written evidence must providers provide at gateway for 19+ apprentices studying English and/or maths?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action, object, role, and condition, all representable using CCO classes and properties.",Yes
CQ084,Education,54,"providers should consider whether they should be offered the flexibility to achieve Entry Level 3 functional skills in the adjusted subject(s).""",Under what condition can an apprentice with a learning difficulty or disability be offered Entry Level 3 functional skills in English and/or maths?,"cco:Permission, cco:appliesUnder",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (indicated by ""should consider...flexibility"") that applies under a condition (learning difficulty/disability), which can be represented using cco:Permission and cco:appliesUnder with a cco:Condition for the specific circumstance.",Yes
CQ089,Education,56,"Providers must plan and evidence how the apprentice will access further literacy and numeracy development [...]""",What obligation applies to providers concerning literacy and numeracy development for apprentices exempt from English and maths requirements?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""plan and evidence""), applies to a role (""providers""), and involves a resource (""literacy and numeracy development""), all representable using CCO classes and properties.",Yes
CQ093,Education,60,"The provider must give the learner the opportunity to declare their eligibility for the care leavers’ bursary [...]""",What obligation applies to providers regarding the care leavers’ bursary declaration opportunity?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role (""provider""), an action (""give [...] opportunity""), and can be represented using CCO classes and properties without requiring domain-specific terminology.",Yes
CQ094,Education,61.1,"That an apprenticeship is the most appropriate training programme for the individual""",What obligation applies to providers and employers regarding agreement on the appropriateness of the apprenticeship programme?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on specific roles (providers and employers) to agree on the appropriateness of a training programme, which can be represented using CCO's Obligation, appliesToRole, and hasAction properties with generic class mappings.",Yes
CQ102,Education,64.2,"If the apprenticeship will allow the individual to acquire significant new skills and the provider can show that the content [...] is materially different""",What condition must be met for funding an apprenticeship at the same or lower level than a prior qualification?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text describes a condition for permission, which can be represented using cco:Condition with hasConditionExpression and linked via appliesUnder to a cco:Permission.",Yes
CQ117,Education,67.2,"The provider must check that there is a separate, identifiable line manager who is undertaking the role of the ‘employer’.""","What obligation requires the provider to verify the presence of a separate, identifiable line manager acting as the employer?","cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action and applies to a role, which can be represented using CCO's Obligation, hasAction, and appliesToRole properties.",Yes
CQ118,Education,68.1,"The apprentice’s details (name, place of work)""",What obligation requires the apprenticeship agreement to include the apprentice’s name and place of work?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation to include specific details (name, place of work) in an apprenticeship agreement, which can be represented using cco:Obligation, cco:hasAction (e.g., ""include""), and cco:hasObject (e.g., ""apprentice's details"").",Yes
CQ124,Education,Evidence requirements (after 69),"The provider has a signed copy of a complete (and therefore valid) apprenticeship agreement...""",What obligation requires the provider to have a signed copy of a complete apprenticeship agreement for alternative English apprenticeships?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on a provider (Agent) to perform an action (have) on a resource (apprenticeship agreement), which can be fully represented using CCO's Obligation, hasAction, and hasObject properties.",Yes
CQ129,Education,74.1,"Is made redundant with more than six, but less than eight months remaining before their final day""",What condition permits an episode of apprenticeship learning to fall below the minimum duration requirement due to redundancy?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause describes a condition that permits an exception to a norm, which can be represented using cco:Condition with cco:hasConditionExpression for the text and linked via cco:appliesUnder to the relevant norm.",Yes
CQ142,Education,80,"Providers will no longer need to calculate the minimum off-the-job training hours for each apprentice""",Which regulation specifies the norm that removes the need to calculate minimum off-the-job training hours per apprentice?,"cco:Regulation, cco:hasValidityStart, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a deontic norm (removing an obligation) that can be represented using CCO's Regulation, Norm, and associated properties, including temporal validity where applicable.",Yes
CQ147,Education,86.3,"The learning end date must only be recorded when the last piece of learning has been delivered""",What obligation ensures that the learning end date is recorded only after the last piece of training has been delivered?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specific action and condition, which can be represented using CCO classes and properties like Obligation, hasAction, appliesUnder, and Condition.",Yes
CQ148,Education,82.3,"There will no longer be a distinction between a full-time and a part-time apprentice in relation to off-the-job training delivery""",Which regulation introduces the policy change that removes the distinction between full-time and part-time apprentices for off-the-job training delivery?,"cco:Regulation, cco:hasValidityStart, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,No,"The clause is purely definitional and lacks any deontic statement (obligation, permission, or prohibition) required for normative representation in CCO.",No
CQ157,Education,89.1,"A break in learning must be used where there is no plan for OTJT active learning to take place within a calendar month.""",What condition triggers the obligation to use a break in learning for apprentices not on term-time only contracts?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a triggering condition that can be represented using CCO's Obligation, Condition, appliesUnder, and hasConditionExpression properties.",Yes
CQ161,Education,89.2,"The provider must ensure that all missed activity is re-planned and delivered""",What obligation does the provider have regarding re-planning missed off-the-job training activities?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action and an implied role, which can be represented using CCO classes and properties.",Yes
CQ162,Education,91,"The provider is responsible for retaining evidence to support both their own delivery and that of others""",Who is responsible for retaining evidence of off-the-job training delivery?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes an obligation on a role (provider) to perform an action (retaining) on a resource (evidence), which can be fully represented using the specified CCO elements.",Yes
CQ163,Education,91,"The evidence must be quantifiable and must meet the OTJT definition""",What type of evidence must be retained for off-the-job training?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation with a condition on the type of evidence, which can be represented using CCO's Obligation, Condition, appliesUnder, and hasConditionExpression properties.",Yes
CQ190,Education,96.11,"Written confirmation from the employer that the apprentice will be allowed to undertake off-the-job training within their normal working hours""",Must the employer confirm in writing that the apprentice can undertake off-the-job training during normal working hours?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on the employer (Agent with Role) to perform an action (confirm in writing) involving a resource (written confirmation), which is fully representable using CCO classes and properties.",Yes
CQ204,Education,100.2.7,"Additional learning required to re-sit an exam linked to either a mandatory qualification or an end-point assessment.""",What condition must be satisfied for additional learning to be funded when re-sitting an exam?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a condition for permission regarding funding additional learning, which can be represented using CCO's Condition, Permission, appliesUnder, and hasConditionExpression properties.",Yes
CQ205,Education,96,"Evidence that the plan was agreed by all parties prior to training being delivered...""",What role does the employer have in agreeing the initial training plan?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on the employer (as an Agent with a Role) to perform the action of agreeing the training plan (a Resource), which can be represented using the specified CCO elements.",Yes
CQ206,Education,98.4,"Provides for an opportunity to update the training plan;""",Is there an obligation for the provider to update the training plan during progress reviews?,"cco:Obligation, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause implies an obligation for the provider to update the training plan, which can be represented using CCO's Obligation class, hasAction property, and other relevant elements without violating constraints.",Yes
CQ207,Education,100.2,"Off-the-job training (that meets the definition in paragraphs 77 to 78): 100.2.1 Relevant tutor costs...""",What resource is involved in the delivery of off-the-job training that includes tutor costs and materials?,"cco:Regulation, cco:Resource, cco:regulates, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause specifies a resource (""tutor costs and materials"") regulated by a norm, which can be represented using cco:Resource and cco:regulates in the CCO.",Yes
CQ211,Education,Evidence requirements,"The provider is undertaking and documenting progress reviews... and that the agreed outcome or actions of these reviews are shared with the employer and the apprentice...""",What obligation exists regarding the sharing of progress review outcomes with the employer and apprentice?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for the provider (Agent) to share progress review outcomes (Action) with the employer and apprentice (Agents), which can be represented using CCO classes and properties.",Yes
CQ219,Education,108.1,"Apprentices are eligible to receive a £3,000 bursary if they are, or have been in the care of a UK local authority...""",When does the regulation specifying the care leavers’ bursary payment become valid?,"cco:Regulation, cco:hasValidityStart, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The question focuses on the validity period of a regulation, which can be represented using cco:Regulation with its datatype properties hasValidityStart and hasValidityEnd, as specified in the CCO schema.",Yes
