cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score,dup_stage
CQ132,Finance,112,"being a shareholder of an institution or having private accounts or loans... should not lead to a situation... within an appropriate de minimis threshold""",Which obligation includes a condition that being a shareholder below a de minimis threshold does not constitute a conflict?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ133,Finance,113,"Staff should have the duty to promptly disclose internally any matter that may result, or has already resulted, in a conflict of interest.""",What obligation requires staff to disclose potential conflicts of interest internally and promptly?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ134,Finance,114,"The policy should differentiate between conflicts of interest that persist and need to be managed permanently...""",Which obligation distinguishes between permanent and one-off conflict management measures?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ135,Finance,115a,"entrusting conflicting activities or transactions to different persons""",What obligation requires entrusting conflicting activities to different persons?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ136,Finance,115b,"preventing staff who are also active outside the institution from having inappropriate influence...""",Which obligation prevents external activities of staff from influencing internal decisions?,"cco:Prohibition, cco:hasAction, cco:hasObject",,,
CQ137,Finance,115c,"establishing the responsibility of the members of the management body to abstain from voting on any matter where a member has or may have a conflict...""",What obligation requires management body members to abstain from voting when they have a conflict of interest?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ138,Finance,115d,"preventing members of the management body from holding directorships in competing institutions...""",Which obligation prohibits management body members from holding directorships in competing institutions?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,,
CQ139,Finance,116,"The policy should specifically cover the risk of conflicts of interest at the level of the management body...""",What obligation requires the management body to provide guidance on managing conflicts affecting objective decision-making?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ140,Finance,117,"institutions should document the measures taken, including the reasoning on how those are effective...""","Which obligation requires documenting mitigating measures for management body conflicts, including effectiveness reasoning?","cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ141,Finance,118,"Actual or potential conflicts of interest that have been disclosed... should be appropriately assessed and managed.""",What obligation requires assessing and managing disclosed conflicts of interest?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ142,Finance,118,"the institution should document the decision taken, in particular if the conflict... has been accepted, and if it has been accepted, how this... has been satisfactorily mitigated...""",Which obligation requires documenting decisions on accepting or mitigating staff conflicts of interest?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ143,Finance,119,"All actual and potential conflicts of interest at management body level, individually and collectively, should be adequately documented, communicated...""","What obligation requires documenting, communicating, and managing management body-level conflicts collectively?","cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ144,Finance,120,"the management body should set out a framework for identifying and managing conflicts of interest in the context of granting loans... with members of the management body and their related parties.""",Which obligation requires the management body to establish a framework for managing loans to related parties?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ145,Finance,122,"decisions regarding the granting of loans... are taken objectively... and are as a general principle conducted at arm’s length.""",What obligation ensures that loan decisions involving management body members are made at arm’s length?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ146,Finance,123,"The management body should set out the applicable decision-making processes for granting loans to and entering into other transactions with members of the management body and their related parties.""",Which obligation requires the management body to define decision-making processes for loans to related parties?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ147,Finance,124,"the management body should set appropriate thresholds... above which the loan or other transaction... always requires the approval by the management body.""",What obligation sets thresholds requiring management body approval for material loans to related parties?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ148,Finance,125,"The member of the management body benefitting from such a material loan... should not be involved in the decision-making.""",Which obligation prohibits a benefiting management body member from participating in the decision on their own loan?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,,
CQ149,Finance,126,"before taking a decision, institutions should assess the risk to which the institution might be exposed due to the transaction.""",What obligation requires assessing risk before approving a loan to a management body member or related party?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ150,Finance,127,"the initial decision and amendments thereof should be documented.""",Which obligation requires documenting initial decisions and amendments to lines of credit for management body members?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ151,Finance,128,"institutions should ensure that all relevant internal control procedures fully apply to loans and to other transactions with members of the management body...""",What obligation requires internal control procedures to apply fully to loans involving management body members?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ152,Finance,128,"an appropriate oversight framework is in place at the level of the management body in its supervisory function.""",Which obligation requires the management body to provide oversight of conflict-of-interest-related transactions?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ153,Finance,129,"institutions should document data on loans... including at least: a. the name of the debtor and their status...""",What obligation requires documenting specific data elements for loans to management body members and related parties?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ154,Finance,130,"institutions should ensure that the documentation... is complete and updated and that the institution is able to make available... upon request without undue delay.""",Which obligation requires institutions to keep loan documentation updated and available for competent authorities?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ155,Finance,131,"For a loan to a member of the management body... above an amount of EUR 200 000, institutions should be able to provide... additional information...""","What obligation requires providing additional information to competent authorities for loans above EUR 200,000 to management body members?","cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,,
CQ156,Finance,132,"Institutions should put in place and maintain appropriate internal alert policies and procedures for staff to report potential or actual breaches...""",Which regulation specifies obligations related to internal alert procedures for reporting breaches?,"cco:Obligation, cco:Regulation, cco:specifiesNorm",,,
CQ157,Finance,132,"through a specific, independent and autonomous channel""",What obligation requires institutions to maintain an independent and autonomous channel for internal alerts?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ158,Finance,134,"The alert procedures should be made available to all staff within an institution.""",Which obligations apply to the role of staff regarding reporting breaches through internal alert procedures?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ159,Finance,136,"Institutions should ensure that the person reporting the breach is appropriately protected from any negative impact, e.g. retaliation, discrimination or other types of unfair treatment.""",What action is required of institutions concerning the protection of whistleblowers from retaliation?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ160,Finance,136,"The institution should ensure that no person under the institution’s control engages in victimisation of a person who has reported a breach...""",What resource must institutions ensure is protected from victimisation in relation to breach reporting?,"cco:Obligation, cco:hasObject, cco:specifiesNorm",,,
CQ161,Finance,135,"Where required by the staff member reporting a breach, the information should be provided to the management body... in an anonymised way.""",What obligation do institutions have regarding the anonymisation of information provided by staff reporting a breach?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ162,Finance,135,"Where required by the staff member reporting a breach, the information should be provided... in an anonymised way.""",What condition must be met for information from a whistleblower to be shared with the management body in an anonymised form?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ163,Finance,138(a),"be documented (e.g. staff handbooks)""",What obligations do institutions have regarding the documentation of internal alert procedures?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ164,Finance,138(b),"provide clear rules that ensure that information on the reporting and the reported persons and the breach are treated confidentially...""",What obligation ensures confidentiality of information about reporting and reported persons in accordance with GDPR?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ165,Finance,138(b),"unless disclosure is required under national law in the context of further investigations or subsequent judicial proceedings""",Under what condition can disclosure of confidential breach information be permitted despite confidentiality obligations?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ166,Finance,138(c),"protect staff who raise concerns from being victimised because they have disclosed reportable breaches""",What obligation protects staff from victimisation due to disclosing reportable breaches?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ167,Finance,138(d),"ensure that the potential or actual breaches raised are assessed and escalated...""",What action must institutions take to ensure assessment and escalation of reported breaches?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ168,Finance,138(e),"ensure, where possible, that confirmation of receipt of information is provided to staff who have raised potential or actual breaches""",What obligation requires institutions to confirm receipt of breach reports to staff?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ169,Finance,138(e),"ensure, where possible, that confirmation of receipt of information is provided...""",Under what condition should institutions confirm receipt of breach reports?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ170,Finance,138(f),"ensure the tracking of the outcome of an investigation into a reported breach""",What obligation ensures tracking of the outcome of an investigation into a reported breach?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ171,Finance,138(g),"ensure appropriate record keeping""",What obligation requires institutions to maintain records related to breach reporting?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ172,Finance,139,"Competent authorities should establish effective and reliable mechanisms to enable institutions’ staff to report to competent authorities relevant potential or actual breaches...""",What obligations do competent authorities have in establishing mechanisms for staff to report breaches?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ173,Finance,139(c),"protection of the personal data of both the natural person who reports the breach and the natural person who is allegedly responsible...""",What obligation requires competent authorities to protect personal data of both the reporting and the alleged individual in breach reports?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ174,Finance,141,"Institutions should develop and maintain a culture that encourages a positive attitude towards risk control and compliance...""",What action must institutions take to foster a culture of compliance and risk control?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ175,Finance,141,"institutions should have internal control functions with appropriate and sufficient authority, stature and access to the management body...""",What obligation ensures that internal control functions have sufficient authority and access to the management body?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ176,Finance,143,"Institutions should assess their exposure to the risk that they may be used for the purpose of ML/TF...""",What obligation requires institutions to assess their exposure to money laundering and terrorist financing risks?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ177,Finance,143,"Institutions should take measures to ensure that their staff is aware of such ML/TF risks...""",What obligation requires institutions to raise staff awareness about ML/TF risks?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ178,Finance,144,"The internal control framework should cover the whole organisation, including the management body’s responsibilities and tasks...""",What obligation ensures that the internal control framework covers all parts of the organisation?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ179,Finance,146,"The management body should be responsible for establishing and monitoring the adequacy and effectiveness of the internal control framework...""",What obligation requires the management body to establish and monitor the internal control framework?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ180,Finance,146,"Institutions should establish, maintain and regularly update adequate written internal control policies... approved by the management body.""",What obligation requires institutions to maintain written internal control policies approved by the management body?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ181,Finance,147,"An institution should have a clear, transparent and documented decision-making process and a clear allocation of responsibilities and authority...""",What obligation requires a clear allocation of responsibilities within the internal control framework?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ182,Finance,148,"Institutions should communicate those policies, mechanisms and procedures to all staff and every time material changes have been made.""",What obligation requires institutions to communicate internal control policies to all staff?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ183,Finance,149,"Institutions should establish adequate segregation of duties – e.g. entrusting conflicting activities... to different persons...""",What obligation requires segregation of duties within transaction processing or service provision?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ184,Finance,150,"The internal control functions should verify that the policies, mechanisms and procedures... are correctly implemented...""",What obligation requires internal control functions to verify correct implementation of internal control policies?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ185,Finance,151,"Internal control functions should regularly submit to the management body written reports on major identified deficiencies.""",What obligation requires internal control functions to submit written reports on major deficiencies to the management body?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ186,Finance,151,"The management body should follow up on the findings of the internal control functions in a timely and effective manner...""",What obligation requires the management body to follow up on findings from internal control functions?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ187,Finance,151,"A formal follow-up procedure on findings and corrective measures taken should be put in place.""",What obligation requires institutions to establish a formal follow-up procedure on corrective measures?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ188,Finance,152,"As part of the overall internal control framework, institutions should have a holistic institution-wide risk management framework...""",What obligation requires institutions to implement a holistic risk management framework across all business lines?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ189,Finance,153,"An institution’s risk management framework should include policies, procedures, risk limits and risk controls ensuring adequate, timely and continuous identification, measurement or assessment, monitoring, management, mitigation and reporting of the risks...""","What obligation requires institutions to identify, measure, monitor, and report risks continuously?","cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ190,Finance,154,"This guidance should, where appropriate, establish and maintain internal limits consistent with the institution’s risk appetite...""",What obligation requires institutions to establish internal risk limits consistent with their risk appetite?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ191,Finance,154,"The risk management framework should ensure that, whenever breaches of risk limits occur, there is a defined process to escalate and address them...""",What obligation requires institutions to escalate and address breaches of risk limits?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ192,Finance,155,"The risk management framework should be subject to independent internal review, e.g. performed by the internal audit function...""",What obligation requires independent internal review of the risk management framework?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ193,Finance,155,"and reassessed regularly against the institution’s risk appetite, taking into account information from the risk management function...""",What obligation requires institutions to reassess the risk management framework regularly against risk appetite?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ194,Finance,156,"When identifying and measuring or assessing risks, an institution should develop appropriate methodologies including both forward-looking and backward-looking tools.""",What obligation requires institutions to use both forward-looking and backward-looking tools in risk assessment?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ195,Finance,156,"Institutions should make appropriately conservative assumptions when building stressed scenarios.""",What obligation requires institutions to make conservative assumptions in stressed scenarios?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ196,Finance,157,"The determination of the level of risk taken should not therefore be based only on quantitative information or model outputs; it should also comprise a qualitative approach...""",What obligation requires institutions not to rely solely on quantitative models for risk assessment?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ197,Finance,158,"The ultimate responsibility for risk assessment lies solely with the institution, which, accordingly, should evaluate its risks critically...""",What obligation requires institutions to evaluate risks critically and not rely exclusively on external assessments?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ198,Finance,163,"An institution should have in place a well-documented new product approval policy (NPAP), approved by the management body...""",Which obligation specifies that institutions must establish a well-documented new product approval policy approved by the management body?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ199,Finance,168,"The risk management function and the compliance function should be involved in approving new products or significant changes...""",What action is required of institutions regarding the involvement of the risk management and compliance functions in approving new products?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ200,Finance,167,"A new activity should not be undertaken until adequate resources to understand and manage the associated risks are available.""",What resource must be adequately available before a new activity is undertaken according to the regulation?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ201,Finance,167,"institutions should identify and assess the ML/TF risk associated with the new product or business practice...""",Which obligation requires institutions to assess ML/TF risk for new products or business practices?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ202,Finance,163,"The policy should ensure that approved products and changes are consistent with the risk strategy and risk appetite...""","What condition must be met before launching a new product, according to the obligation involving risk strategy alignment?","cco:Obligation, cco:appliesUnder",,,
CQ203,Finance,174,"Institutions should have documented processes in place to assign the position of the head of an internal control function...""",Which regulation specifies an obligation for institutions to have documented processes for assigning and withdrawing responsibilities of heads of internal control functions?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ204,Finance,172,"heads of internal control functions should report and be directly accountable to the management body...""","What role must the head of the internal control function report to, as per the obligation ensuring independence?","cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ205,Finance,174,"the head of the risk management function must not be removed without the prior approval of the management body...""",What action is required when removing the head of a risk management function in significant institutions?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ206,Finance,177,"Internal control functions should have sufficient resources. They should have an adequate number of qualified staff...""",Which obligation ensures that internal control functions have sufficient resources including qualified staff?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ207,Finance,187,"The RMF should ensure that the risk appetite is appropriately translated into specific risk limits.""",What action must the risk management function take regarding risk limits and risk appetite?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ208,Finance,161,"Regular and transparent reporting mechanisms should be established so that the management body...are provided with reports...""",Which obligation requires regular and transparent reporting mechanisms for risk information to be provided to the management body?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ209,Finance,160,"Institutions should be fully aware of the exact scope of such assessments and their limitations.""",What condition applies to the use of external risk assessments by institutions?,"cco:Obligation, cco:appliesUnder",,,
CQ210,Finance,159,"Institutions should...use not only quantitative but also qualitative risk assessment tools...""",Which obligation requires institutions to use both quantitative and qualitative risk assessment tools?,"cco:Obligation, cco:hasAction",,,
CQ211,Finance,166,"The NPAP should cover every consideration to be taken into account before deciding to enter new markets, deal in new products...""",What action must institutions take before deciding to enter new markets or launch new services?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ212,Finance,169,"The risk management and compliance functions should be subject to review by the internal audit function.""",Which regulation specifies an obligation for the internal audit function to review the risk management and compliance functions?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ213,Finance,171,"institutions should assign the responsibility for ensuring the institution’s compliance...to a staff member (e.g. head of compliance).""",What role must be assigned responsibility for ensuring compliance with AML/CTF requirements?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ214,Finance,170,"operational tasks...may be outsourced...with the consent of the management bodies of the institutions concerned.""",What condition must be satisfied for outsourcing operational tasks of internal control functions?,"cco:Permission, cco:appliesUnder",,,
CQ215,Finance,180,"The RMF should have, where necessary, direct access to the management body in its supervisory function...""",Which obligation requires the risk management function to have direct access to the management body in its supervisory function?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ216,Finance,168,"Their input should include...any potential shortcomings in the institution’s risk management and internal control frameworks...""",What action must the risk management function take when there are potential shortcomings in risk management frameworks?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ217,Finance,166,"The NPAP should also include the definitions of ‘new product/market/business’ and ‘significant changes’...""",Which obligation requires institutions to define 'new product/market/business' and 'significant changes' in their NPAP?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ218,Finance,189,"before decisions on material changes or exceptional transactions are taken, the RMF should be involved in the evaluation of the impact...""",Which obligation specifies that the risk management function must be involved in evaluating the impact of material changes on the institution’s overall risk?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ219,Finance,189,"should report its findings directly to the management body before a decision is taken""",What action is required of the risk management function regarding reporting findings on material changes?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ220,Finance,190,"The RMF should evaluate how risks identified could affect the institution’s or group’s ability to manage its risk profile...""",Which obligation requires the risk management function to evaluate how identified risks affect the institution’s ability to manage its risk profile under adverse circumstances?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ221,Finance,191,"The RMF should ensure that there is an appropriate risk management framework and that all risks are identified, assessed, measured...""",What obligation ensures the existence of an appropriate risk management framework covering all risks?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ222,Finance,192,"The RMF should ensure that identification and assessment are not based only on quantitative information or model outputs, but also take into account qualitative approaches""",Which obligation requires the risk management function to use both qualitative and quantitative approaches in risk assessment?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ223,Finance,192,"The RMF should keep the management body informed of the assumptions used in and potential shortcomings of the risk models and analysis""",What obligation requires the risk management function to inform the management body about assumptions and shortcomings in risk models?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ224,Finance,193,"The RMF should ensure that transactions with related parties are reviewed and that the risks they pose for the institution are identified and adequately assessed""",Which obligation requires the risk management function to review transactions with related parties?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ225,Finance,194,"The RMF should ensure that all identified risks are effectively monitored by the business units""",What obligation ensures that business units effectively monitor all identified risks?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ226,Finance,195,"The RMF should regularly monitor the actual risk profile of the institution and scrutinise it against the institution’s strategic goals and risk appetite""",Which obligation requires the risk management function to monitor the actual risk profile against strategic goals and risk appetite?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ227,Finance,196,"The RMF should analyse trends and recognise new or emerging risks and risk increases arising from changing circumstances and conditions""",What obligation requires the risk management function to analyse trends and recognise emerging risks?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ228,Finance,196,"regularly review actual risk outcomes against previous estimates (i.e. back testing) to assess and improve the accuracy and effectiveness of the risk management process""",Which obligation requires the risk management function to perform back testing of risk estimates?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ229,Finance,197,"The RMF should evaluate possible ways to mitigate risks""",What obligation requires the risk management function to evaluate possible ways to mitigate risks?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ230,Finance,197,"Reporting to the management body should include proposed appropriate risk-mitigating actions""",Which obligation requires the risk management function to report proposed risk-mitigating actions to the management body?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ231,Finance,198,"The RMF should independently assess breaches of risk appetite or limits""",What obligation requires the risk management function to independently assess breaches of risk appetite or limits?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ232,Finance,198,"The RMF should inform the business units concerned and the management body, and recommend possible remedies""",Which obligation requires the risk management function to inform business units and the management body about breaches of risk limits?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ233,Finance,198,"The RMF should report directly to the management body in its supervisory function when the breach is material""",What obligation requires the risk management function to report directly to the management body when a breach is material?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ234,Finance,199,"The RMF should play a key role in ensuring a decision on its recommendation is made at the relevant level""",Which obligation requires the risk management function to ensure decisions on its recommendations are made at the appropriate level?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ235,Finance,199,"complied with by the relevant business units and appropriately reported to the management body""",What obligation requires the risk management function to ensure compliance with its recommendations by business units?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ236,Finance,200,"The head of the RMF should be responsible for providing comprehensive and understandable information on risks and advising the management body""",Which obligation requires the head of the risk management function to provide comprehensive information on risks to the management body?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ237,Finance,201,"The head of the RMF should have sufficient expertise, independence and seniority to challenge decisions that affect an institution’s exposure to risks""","What obligation requires the head of the risk management function to have sufficient expertise, independence, and seniority to challenge decisions?","cco:Obligation, cco:appliesToRole",,,
CQ238,Finance,228,"In order to establish a sound business continuity management plan, an institution should carefully analyse risk factors...""",Which regulation specifies an obligation for institutions to establish a business continuity management plan?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ239,Finance,229,"On the basis of the abovementioned analysis, an institution should put in place: a. contingency and business continuity plans...""",What action is required of institutions in the event of severe business disruption according to the obligation derived from paragraph 229?,"cco:Obligation, cco:hasAction",,,
CQ240,Finance,229b,"recovery plans for critical resources to enable the institution to return to ordinary business procedures...""",What resource must be recovered as part of the recovery plans specified in the obligation from paragraph 229b?,"cco:Obligation, cco:Resource, cco:hasObject",,,
CQ241,Finance,229,"an institution should put in place: a. contingency and business continuity plans...""","To which role does the obligation to implement business continuity plans apply, if specified?","cco:Obligation, cco:Role, cco:appliesToRole",,,
CQ242,Finance,229a,"to ensure that the institution reacts appropriately to emergencies and is able to maintain its most important business activities if there is disruption...""",Under what condition does the obligation to maintain important business activities apply?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ243,Finance,230,"Plans should be regularly tested and updated.""",Which regulation includes an obligation for institutions to test and update business continuity plans?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ244,Finance,230,"Plans should be regularly tested and updated.""",What action must institutions perform regarding business continuity plans according to the obligation in paragraph 230?,"cco:Obligation, cco:hasAction",,,
CQ245,Finance,230,"Contingency, business continuity and recovery plans should be documented and carefully implemented.""",What type of norm requires institutions to document contingency and recovery plans?,"cco:Obligation, cco:hasAction",,,
CQ246,Finance,232,"the management body should inform and update the relevant staff about the institution’s strategies and policies...""",Which regulation specifies an obligation for the management body to inform staff about strategies and policies?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ247,Finance,232,"the management body should inform and update the relevant staff about the institution’s strategies and policies...""",What action is required of the management body in relation to staff communication under paragraph 232?,"cco:Obligation, cco:hasAction",,,
CQ248,Finance,233,"parent undertakings are required... to publish annually a description of their legal structure and governance...""",For which resource does the regulation require transparency through annual publication under Article 106(2)?,"cco:Norm, cco:Regulation, cco:Resource, cco:hasApplicabilityStart, cco:regulates",,,
CQ249,Finance,230,"Any challenges or failures occurring in the tests should be documented and analysed, with the plans reviewed accordingly.""",What obligation is placed on institutions regarding the documentation of challenges or failures in business continuity testing?,"cco:Obligation, cco:hasAction",,,
CQ250,Finance,228,"In order to establish a sound business continuity management plan, an institution should carefully analyse risk factors...""",What is the start date of applicability for the obligation to establish a business continuity management plan?,cco:Obligation,,,
CQ251,Finance,230,"Plans should be regularly tested and updated.""",What is the end date of applicability for the obligation to test and update business continuity plans?,cco:Obligation,,,
CQ252,Finance,230,"Plans should be regularly tested and updated."" (as part of the broader regulatory framework)",Which regulation has a validity start date corresponding to its entry into force?,"cco:Regulation, cco:hasValidityStart",,,
CQ253,Finance,230,"Plans should be regularly tested and updated."" (implies ongoing revision)",Which regulation supersedes a previous version of the business continuity requirements?,"cco:Regulation, cco:supersedes",,,
CQ254,Finance,231,"An institution’s staff should understand and adhere to policies and procedures pertaining to their duties...""",What role is responsible for ensuring that staff understand and adhere to policies under paragraph 231?,"cco:Obligation, cco:Role, cco:appliesToRole",,,
CQ255,Finance,229a,"if there is disruption to its ordinary business procedures""",What condition must be met for the obligation to maintain business activities to become applicable?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ256,Finance,234i,"an overview of the business continuity management framework""",What resource is the business continuity management framework associated with in the obligation from paragraph 234i?,"cco:Obligation, cco:Resource, cco:hasObject",,,
CQ257,Finance,234h,"an overview of the internal control framework""",Which action is required regarding the internal control framework as per the transparency obligation in paragraph 234h?,"cco:Obligation, cco:hasAction",,,
