cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score,dup_stage
CQ126,Data Protection,Article 35(1),"a data protection impact assessment should be carried out by the controller prior to the processing in order to assess the particular likelihood and severity of the high risk""",Which obligation requires the controller to carry out a data protection impact assessment prior to processing likely to result in a high risk to the rights and freedoms of natural persons?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ127,Data Protection,Article 35(3),"large-scale processing operations which aim to process a considerable amount of personal data [...] or processing operations which result in a high risk to the rights and freedoms of data subjects""",What types of processing operations require a data protection impact assessment due to their likelihood of resulting in a high risk?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ128,Data Protection,Article 35(3),"A data protection impact assessment should also be made where personal data are processed for taking decisions regarding specific natural persons following any systematic and extensive evaluation of personal aspects...""",When is a data protection impact assessment required for processing based on profiling or special categories of personal data?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ129,Data Protection,Article 36(1),"where a data protection impact assessment indicates that the processing would result in a high risk [...] and the controller is of the opinion that the risk cannot be mitigated by reasonable means""",Under what condition must the controller consult the supervisory authority prior to the start of processing?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ130,Data Protection,Article 28(3),"The processor should assist the controller, where necessary and upon request, in ensuring compliance with the obligations deriving from the carrying out of data protection impact assessments and from prior consultation of the supervisory authority""",Which obligation requires the processor to assist the controller in carrying out data protection impact assessments and prior consultations with the supervisory authority?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ131,Data Protection,Article 36(2),"A consultation of the supervisory authority should also take place in the course of the preparation of a legislative or regulatory measure which provides for the processing of personal data""",Which obligation requires consultation of the supervisory authority during the preparation of a legislative or regulatory measure involving personal data processing?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ132,Data Protection,Article 37(1),"processing is carried out by a controller whose core activities consist of processing operations that require regular and systematic monitoring of the data subjects on a large scale""",Which organisations are required to appoint a data protection officer due to regular and systematic monitoring of data subjects on a large scale?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasConditionExpression",,,
CQ133,Data Protection,Article 37(1),"where the core activities of the controller or the processor consist of processing on a large scale of special categories of personal data and data relating to criminal convictions and offences""",Which organisations are required to appoint a data protection officer due to large-scale processing of special categories of personal data?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasConditionExpression",,,
CQ134,Data Protection,Article 33(1),"the controller should notify the personal data breach to the supervisory authority without undue delay and, where feasible, not later than 72 hours after having become aware of it""",Which regulation specifies an obligation for controllers to notify personal data breaches to supervisory authorities?,"cco:Obligation, cco:Regulation, cco:specifiesNorm",,,
CQ135,Data Protection,Article 34(1),"The controller should communicate to the data subject a personal data breach, without undue delay, where that personal data breach is likely to result in a high risk to the rights and freedoms of the natural person""",Which regulation specifies an obligation for controllers to communicate personal data breaches to data subjects under certain conditions?,"cco:Obligation, cco:Regulation, cco:specifiesNorm",,,
CQ136,Data Protection,Article 35(1),"a data protection impact assessment should be carried out by the controller prior to the processing in order to assess the particular likelihood and severity of the high risk""",Which regulation specifies the requirement for a data protection impact assessment prior to high-risk processing?,"cco:Obligation, cco:Regulation, cco:specifiesNorm",,,
CQ137,Data Protection,Article 36(1),"the supervisory authority should be consulted prior to the start of processing activities""",Which regulation specifies the obligation to consult the supervisory authority prior to high-risk processing when risks cannot be mitigated?,"cco:Obligation, cco:Regulation, cco:specifiesNorm",,,
CQ138,Data Protection,Article 28(3),"The processor should assist the controller, where necessary and upon request, in ensuring compliance with the obligations deriving from the carrying out of data protection impact assessments and from prior consultation of the supervisory authority""",Which regulation specifies the obligation for processors to assist controllers in compliance with data protection impact assessments and prior consultations?,"cco:Obligation, cco:Regulation, cco:specifiesNorm",,,
CQ139,Data Protection,Article 36(2),"A consultation of the supervisory authority should also take place in the course of the preparation of a legislative or regulatory measure which provides for the processing of personal data""",Which regulation specifies the obligation to consult the supervisory authority during the preparation of legislative or regulatory measures involving personal data processing?,"cco:Obligation, cco:Regulation, cco:specifiesNorm",CQ131,0.86,B-similar
CQ140,Data Protection,"Article (implied from context: GDPR Chapter V, Article 44)","transfers to third countries and international organisations may only be carried out in full compliance with this Regulation.""",Which regulation specifies norms governing transfers of personal data to third countries or international organisations?,"cco:Norm, cco:Regulation, cco:specifiesNorm",,,
CQ141,Data Protection,Article (implied: GDPR Article 44),"the conditions laid down in the provisions of this Regulation relating to the transfer of personal data to third countries or international organisations are complied with""",What condition must be satisfied for a transfer of personal data to a third country to be lawful under the Regulation?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,,
CQ142,Data Protection,Article (implied: GDPR Article 45(3)),"transfers of personal data to that third country or international organisation may take place without the need to obtain any further authorisation.""",What action is permitted regarding data transfers when an adequacy decision is in effect for a third country?,"cco:Permission, cco:hasAction",,,
CQ143,Data Protection,Article (implied: GDPR Article 46(2)),"the controller or processor should take measures to compensate for the lack of data protection in a third country by way of appropriate safeguards""",What action is required of the controller or processor in the absence of an adequacy decision to ensure lawful data transfer?,"cco:Obligation, cco:Resource, cco:hasAction, cco:hasObject",,,
CQ144,Data Protection,Article (implied: GDPR Article 46(2)),"such appropriate safeguards may consist of making use of binding corporate rules, standard data protection clauses adopted by the Commission""",What type of safeguard may a controller or processor use to enable a data transfer in the absence of an adequacy decision?,"cco:Obligation, cco:Resource, cco:hasObject",,,
CQ145,Data Protection,Article (implied: GDPR Article 47),"a group of undertakings, or a group of enterprises engaged in a joint economic activity, should be able to make use of approved binding corporate rules""",For which type of organisation can binding corporate rules be used for international data transfers?,"cco:Obligation, cco:Role, cco:appliesToRole",,,
CQ146,Data Protection,Article (implied: GDPR Article 49(1)(a)),"the data subject has given his or her explicit consent to the proposed transfer""",Under what condition can a transfer be based on the data subject's explicit consent?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ147,Data Protection,Article (implied: GDPR Article 49(1)(d)),"where important grounds of public interest laid down by Union or Member State law so require""",When is a data transfer allowed on the basis of important grounds of public interest?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ148,Data Protection,Article (implied: GDPR Article 49(1)(e)),"such a transfer should not involve the entirety of the personal data or entire categories of the data contained in the register""",What condition applies to transfers made from a public register intended for consultation?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ149,Data Protection,Article (implied: GDPR Article 45(3)),"the transfer of personal data to that third country or international organisation should be prohibited""",What action is prohibited if a third country no longer ensures an adequate level of data protection?,"cco:Prohibition, cco:hasAction",,,
CQ150,Data Protection,Article (implied: GDPR Article 58),"Regulatory Authority Agent holds role some [RoleHolding AND hasRole some RegulatoryAuthorityRole]""",What role must a regulatory authority agent hold to issue a regulation on data transfers?,"cco:RegulatoryAuthorityAgent, cco:RegulatoryAuthorityRole, cco:appliesToRole, cco:hasRole",,,
CQ151,Data Protection,Article (implied: GDPR Article 45(1)),"The Commission may decide with effect for the entire Union that a third country [...] offers an adequate level of data protection""",What is the validity start date of a regulation concerning data transfers to third countries?,"cco:Regulation, cco:hasValidityStart",,,
CQ152,Data Protection,Article (implied: GDPR Article 46(3)),"standard data protection clauses adopted by the Commission""",What is the applicability start date of a norm permitting data transfer under standard contractual clauses?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ153,Data Protection,Article (implied: GDPR Article 45(3)),"the transfer of personal data to that third country or international organisation should be prohibited, unless [...] appropriate safeguards [...] are fulfilled""",What exception modifies a norm allowing data transfer when the third country no longer ensures adequate protection?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasException, cco:modifiesNorm",,,
CQ154,Data Protection,Article (implied: GDPR Article 44),"transfers to third countries and international organisations may only be carried out in full compliance with this Regulation""",What resource is regulated by a regulation concerning data transfers to third countries?,"cco:Regulation, cco:Resource, cco:regulates",,,
CQ155,Data Protection,Article 24(4) – (implied from context of lead authority and one-stop-shop mechanism),"Where the processing of personal data takes place in the context of the activities of an establishment of a controller or a processor in the Union and the controller or processor is established in more than one Member State...""",Which regulation specifies norms that apply to the processing of personal data by controllers or processors established in more than one Member State?,"cco:Norm, cco:Regulation, cco:appliesToRole, cco:specifiesNorm",,,
CQ156,Data Protection,Article 57(1),"Each supervisory authority shall monitor the application of the provisions pursuant to this Regulation and contribute to their consistent application throughout the Union...""",What norm type is established for supervisory authorities to monitor the application of data protection provisions across the Union?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ157,Data Protection,Article 57(1)(a),"Handle complaints lodged by a data subject concerning the processing of their personal data.""",Which action is required of a supervisory authority when it receives a complaint from a data subject?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ158,Data Protection,Article 44 et seq.,"Transfers should only be allowed where the conditions of this Regulation for a transfer to third countries are met.""",What resource is regulated by the GDPR in relation to cross-border data transfers?,"cco:Regulation, cco:Resource, cco:regulates, cco:specifiesNorm",,,
CQ159,Data Protection,Article 56(1),"The supervisory authority for the main establishment of the controller or processor should act as lead authority.""",Which role is empowered to adopt binding decisions as the lead supervisory authority in cross-border cases?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ160,Data Protection,Article 49(1)(a),"Where disclosure is necessary for an important ground of public interest recognised in Union or Member State law to which the controller is subject.""",Under what condition can a transfer of personal data to a third country be permitted under the GDPR?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ161,Data Protection,Article 61,"Supervisory authorities shall cooperate with each other in accordance with this Chapter to ensure effective enforcement of this Regulation.""",What norm governs the cooperation between supervisory authorities in cross-border investigations?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ162,Data Protection,Article 62,"The Commission and supervisory authorities shall exchange information and cooperate in activities related to the exercise of their powers with competent authorities in third countries.""",Which regulation establishes the requirement for supervisory authorities to exchange information with competent authorities in third countries?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ163,Data Protection,Article 54(1),"Each supervisory authority should be provided with the financial and human resources necessary for the effective performance of their tasks.""",When does the obligation for a supervisory authority to have financial and human resources become applicable?,cco:Obligation,,,
CQ164,Data Protection,Article 56(3),"The controller or processor should take the necessary measures to ensure compliance with this Regulation and the implementation of the decision.""",What action must a controller or processor take upon receiving a decision from the lead supervisory authority?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ165,Data Protection,Article 70(1)(a),"The Board shall issue guidelines, including on the criteria to ascertain whether processing substantially affects data subjects in more than one Member State.""",Which role is responsible for issuing guidelines on the criteria for substantial effects across Member States?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ166,Data Protection,Article 58(6),"The rules on the lead supervisory authority and the one-stop-shop mechanism should not apply where the processing is carried out by public authorities or private bodies in the public interest.""",What exception applies to the one-stop-shop mechanism for public authorities processing personal data?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasException, cco:modifiesNorm",,,
CQ167,Data Protection,Article 57(1)(b),"Conduct investigations on the application of this Regulation, including on complaints lodged by data subjects.""",Which regulation specifies an obligation for supervisory authorities to conduct investigations into data processing activities?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ168,Data Protection,Article 58(2)(f),"Each measure should be appropriate, necessary and proportionate in view of ensuring compliance with this Regulation.""",What condition must be met for a supervisory authority to impose a temporary limitation on processing?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ169,Data Protection,Article 55(3),"That Member State should in particular designate the supervisory authority which functions as a single contact point for the effective participation of those authorities in the mechanism.""",Which role is required to ensure effective participation in the consistency mechanism when multiple supervisory authorities exist in a Member State?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ170,Data Protection,Article 60(1),"Where the supervisory authority with which the complaint has been lodged is not the lead supervisory authority, the lead supervisory authority should closely cooperate...""",Which supervisory authority is obligated to closely cooperate with the supervisory authority where a complaint was lodged when it is not the lead supervisory authority?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ171,Data Protection,Article 60(3),"the lead supervisory authority should... take utmost account of the view of the supervisory authority with which the complaint has been lodged""","What action must the lead supervisory authority take when adopting measures intended to produce legal effects, including administrative fines, in cross-border cases?","cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,,
CQ172,Data Protection,Article 59(1),"Where another supervisory authority should act as a lead supervisory authority... but the concrete subject matter... concerns only processing activities... in the Member State where the complaint has been lodged...""",Under what condition may a supervisory authority seek an amicable settlement with a controller regarding a complaint?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ173,Data Protection,Article 59(1),"if this proves unsuccessful, exercise its full range of powers""",What powers may a supervisory authority exercise if an amicable settlement fails in cases limited to its own Member State?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ174,Data Protection,Article 59(1),"specific processing carried out in the territory of the Member State... or with regard to data subjects on the territory of that Member State""","Which types of processing fall under the competence of the supervisory authority in the Member State where a complaint is lodged, even if another authority is the lead?","cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ175,Data Protection,Article 61(1),"The supervisory authorities should assist each other in performing their tasks and provide mutual assistance""",What obligation do supervisory authorities have regarding mutual assistance in performing their tasks?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ176,Data Protection,Article 61(2),"A supervisory authority requesting mutual assistance may adopt a provisional measure if it receives no response... within one month""",Under what condition can a supervisory authority adopt a provisional measure in response to a request for mutual assistance?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ177,Data Protection,Article 62(1),"Each supervisory authority should, where appropriate, participate in joint operations with other supervisory authorities""",Is participation in joint operations by supervisory authorities mandatory or optional?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ178,Data Protection,Article 62(2),"The requested supervisory authority should be obliged to respond to the request within a specified time period""",What obligation does a requested supervisory authority have regarding responses to requests for joint operations?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ179,Data Protection,Article 63(1),"the consistency mechanism... should be established... where a supervisory authority intends to adopt a measure... which substantially affects a significant number of data subjects in several Member States""",When must the consistency mechanism be applied by supervisory authorities?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ180,Data Protection,Article 63(1),"It should also apply where any supervisory authority concerned or the Commission requests that such matter should be handled in the consistency mechanism""",Who can request that a matter be handled under the consistency mechanism?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ181,Data Protection,Article 64(1),"the Board should, within a determined period of time, issue an opinion, if a majority of its members so decides or if so requested by any supervisory authority concerned or the Commission""",What action should the Board take when a majority of its members decide or when requested by a supervisory authority or the Commission?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ182,Data Protection,Article 64(2),"The Board should also be empowered to adopt legally binding decisions where there are disputes between supervisory authorities""",Under what condition can the Board adopt legally binding decisions?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ183,Data Protection,Article 64(2),"in principle by a two-thirds majority of its members, legally binding decisions in clearly specified cases""",What majority is required for the Board to issue legally binding decisions in specified cases?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ184,Data Protection,Article 66(1),"There may be an urgent need to act in order to protect the rights and freedoms of data subjects, in particular when the danger exists that enforcement... could be considerably impeded""",Under what condition may a supervisory authority adopt provisional measures to protect data subjects' rights?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ185,Data Protection,Article 66(1),"provisional measures... with a specified period of validity which should not exceed three months""",What is the maximum validity period for a provisional measure adopted by a supervisory authority?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ186,Data Protection,Article 65(1),"The application of such mechanism should be a condition for the lawfulness of a measure intended to produce legal effects... where its application is mandatory""",Is the application of the consistency mechanism a condition for the lawfulness of certain measures by supervisory authorities?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ187,Data Protection,Article 65(2),"the cooperation mechanism between the lead supervisory authority and supervisory authorities concerned should be applied and mutual assistance and joint operations might be carried out...""",What should happen in cross-border cases that do not trigger the consistency mechanism?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ188,Data Protection,Article 68(1),"The Board should contribute to the consistent application of this Regulation throughout the Union, including by advising the Commission... and promoting cooperation of the supervisory authorities""",What is the role of the Board in promoting consistent application of the GDPR?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ189,Data Protection,Article 68(2),"It should consist of the head of a supervisory authority of each Member State and the European Data Protection Supervisor or their respective representatives""",Who comprises the membership of the Board?,"cco:appliesToRole, cco:hasRole",,,
CQ190,Data Protection,Article 68(2),"The Commission should participate in the Board's activities without voting rights""",Does the Commission have voting rights in the Board?,"cco:appliesToRole, cco:hasRole",,,
CQ191,Data Protection,Article 77(1),"Every data subject should have the right to lodge a complaint with a single supervisory authority, in particular in the Member State of his or her habitual residence""",What right does every data subject have regarding lodging a complaint under the GDPR?,"cco:Permission, cco:appliesToRole, cco:hasAction",,,
CQ192,Data Protection,Article 77(2),"the right to an effective judicial remedy... if the data subject considers that his or her rights under this Regulation are infringed or where the supervisory authority does not act on a complaint""",Under what conditions does a data subject have the right to an effective judicial remedy?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ193,Data Protection,Article 77(2),"The supervisory authority should inform the data subject of the progress and the outcome of the complaint within a reasonable period""",What obligation does a supervisory authority have regarding communication with a data subject after a complaint is lodged?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ194,Data Protection,Article 77(2),"each supervisory authority should take measures such as providing a complaint submission form which can also be completed electronically""",What measures should supervisory authorities take to facilitate complaint submission?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ195,Data Protection,Article 80(1),"a data subject should have the right to mandate a not-for-profit body... to lodge a complaint on his or her behalf with a supervisory authority""",Can a not-for-profit body lodge a complaint on behalf of a data subject?,"cco:Permission, cco:appliesToRole, cco:hasAction",,,
CQ196,Data Protection,Article 80(2),"A Member State may provide for such a body... to have the right to lodge a complaint... independently of a data subject's mandate""",Under what condition may a not-for-profit body independently lodge a complaint without a data subject's mandate?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ197,Data Protection,Article 85(1),"Any natural or legal person has the right to bring an action for annulment of decisions of the Board before the Court of Justice under the conditions provided for in Article 263 TFEU""",Who has the right to bring an action for annulment of decisions of the Board before the Court of Justice?,"cco:Permission, cco:appliesToRole, cco:hasAction",,,
CQ198,Data Protection,Article 85(1),"the supervisory authorities concerned which wish to challenge them have to bring action within two months of being notified of them""",What is the time limit for a supervisory authority to bring an action for annulment of a Board decision?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ199,Data Protection,Article 85(1),"Where decisions of the Board are of direct and individual concern to a controller, processor or complainant, the latter may bring an action... within two months of their publication""","When can a controller, processor, or complainant bring an action for annulment of a Board decision?","cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ200,Data Protection,Article 85(2),"each natural or legal person should have an effective judicial remedy before the competent national court against a decision of a supervisory authority which produces legal effects concerning that person""",What judicial remedy is available against a decision of a supervisory authority that produces legal effects?,"cco:Permission, cco:appliesToRole, cco:hasAction",,,
CQ201,Data Protection,Article 85(2),"the right to an effective judicial remedy does not encompass measures taken by supervisory authorities which are not legally binding, such as opinions or advice""",Which types of supervisory authority measures are excluded from the right to judicial remedy?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ202,Data Protection,Article 85(2),"Proceedings against a supervisory authority should be brought before the courts of the Member State where the supervisory authority is established""",Before which courts should proceedings against a supervisory authority be brought?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ203,Data Protection,Article 85(2),"Those courts should exercise full jurisdiction, which should include jurisdiction to examine all questions of fact and law relevant to the dispute""",What jurisdiction should national courts exercise in disputes involving supervisory authority decisions?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ204,Data Protection,Article 85(2),"national courts which consider a decision on the question necessary... may, or in the case provided for in Article 267 TFEU, must, request the Court of Justice to give a preliminary ruling""",Under what condition must a national court refer a question to the Court of Justice for a preliminary ruling?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ205,Data Protection,Article 85(2),"that national court does not have the power to declare the Board's decision invalid but must refer the question of validity to the Court of Justice""",What must a national court do when the validity of a Board decision is at issue in a challenge to a supervisory authority decision?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ206,Data Protection,Article 85(2),"a national court may not refer a question on the validity of the decision of the Board at the request of a natural or legal person which had the opportunity to bring an action... but had not done so""",Under what condition may a national court not refer a question on the validity of a Board decision?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ207,Data Protection,Article 82(1),"The controller or processor should compensate any damage which a person may suffer as a result of processing that infringes this Regulation.""",Which obligations apply to controllers or processors regarding compensation for damage caused by infringing processing?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ208,Data Protection,Article 82(2),"If related proceedings are pending before a court in another Member State, any court other than the court first seized may stay its proceedings...""",What condition must be met for a court to stay proceedings or decline jurisdiction in favor of the court first seized?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ209,Data Protection,Article 82(2),"Proceedings are deemed to be related where they are so closely connected that it is expedient to hear and determine them together...""",Under what condition is processing deemed to be related according to the GDPR?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ210,Data Protection,Article 79(2),"The data subject should have the choice to bring the action before the courts of the Member States where the controller or processor has an establishment or where the data subject resides...""",Which obligation allows a data subject to bring an action before the courts of the Member State where they reside?,"cco:Permission, cco:appliesToRole, cco:hasAction",,,
CQ211,Data Protection,Article 79(2),"...unless the controller is a public authority of a Member State acting in the exercise of its public powers.""",What exception exists to the data subject’s right to choose the forum when the controller is a public authority acting in public powers?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasException, cco:modifiesNorm",,,
CQ212,Data Protection,Article 82(4),"Where controllers or processors are involved in the same processing, each controller or processor should be held liable for the entire damage.""",What obligation applies to controllers or processors involved in the same processing regarding full liability for damage?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ213,Data Protection,Article 82(4),"Where they are joined to the same judicial proceedings, in accordance with Member State law, compensation may be apportioned according to the responsibility...""",Under what condition may compensation be apportioned among multiple controllers or processors?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ214,Data Protection,Article 82(5),"Any controller or processor which has paid full compensation may subsequently institute recourse proceedings against other controllers or processors involved in the same processing.""",What obligation allows a controller or processor that has paid full compensation to seek recourse against others involved in the same processing?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ215,Data Protection,Article 83(1),"Penalties including administrative fines should be imposed for any infringement of this Regulation, in addition to, or instead of appropriate measures...""",What obligation requires supervisory authorities to impose administrative fines for infringements of the GDPR?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ216,Data Protection,Article 83(1),"In a case of a minor infringement or if the fine likely to be imposed would constitute a disproportionate burden to a natural person, a reprimand may be issued instead of a fine.""",Under what condition may a reprimand be issued instead of an administrative fine?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ217,Data Protection,Article 83(2),"Due regard should however be given to the nature, gravity and duration of the infringement, the intentional character of the infringement, actions taken to mitigate the damage...""",What factors should be considered when determining the imposition of administrative fines?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ218,Data Protection,Article 83(3),"The imposition of penalties including administrative fines should be subject to appropriate procedural safeguards in accordance with the general principles of Union law and the Charter...""",What obligation ensures that penalties including administrative fines are subject to procedural safeguards?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ219,Data Protection,Article 83(4),"Each supervisory authority should have the power to impose administrative fines.""",What power should each supervisory authority have regarding administrative fines?,"cco:Permission, cco:appliesToRole, cco:hasAction",,,
CQ220,Data Protection,Article 84(1),"Member States should be able to lay down the rules on criminal penalties for infringements of this Regulation...""",What obligation applies to Member States regarding the rules on criminal penalties for infringements of the GDPR?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ221,Data Protection,Article 84(1),"Those criminal penalties may also allow for the deprivation of the profits obtained through infringements of this Regulation.""",What condition allows for deprivation of profits obtained through infringements of the GDPR?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ222,Data Protection,Article 84(2),"The imposition of criminal penalties for infringements of such national rules and of administrative penalties should not lead to a breach of the principle of ne bis in idem...""",What obligation ensures that the principle of ne bis in idem is not breached when imposing criminal and administrative penalties?,"cco:Obligation, cco:appliesUnder",,,
CQ223,Data Protection,Article 84(3),"The rules on administrative fines may be applied in such a manner that in Denmark the fine is imposed by competent national courts as a criminal penalty and in Estonia the fine is imposed by the supervisory authority in the framework of a misdemeanour procedure...""",What obligation applies to Denmark and Estonia regarding the application of administrative fines?,"cco:Obligation, cco:appliesUnder",,,
CQ224,Data Protection,Article 84(3),"...provided that such an application of the rules in those Member States has an equivalent effect to administrative fines imposed by supervisory authorities.""",What condition must be satisfied for national procedures in Denmark and Estonia to be considered equivalent to administrative fines?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ225,Data Protection,Article 84(4),"Member States should implement a system which provides for effective, proportionate and dissuasive penalties.""","What obligation applies to Member States regarding the implementation of effective, proportionate and dissuasive penalties where administrative penalties are not harmonised?","cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ226,Data Protection,Article 85(1),"Member States law should reconcile the rules governing freedom of expression and information, including journalistic, academic, artistic and or literary expression with the right to the protection of personal data...""",What obligation requires Member States to reconcile freedom of expression with the right to data protection?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ227,Data Protection,Article 85(1),"The processing of personal data solely for journalistic purposes, or for the purposes of academic, artistic or literary expression should be subject to derogations or exemptions from certain provisions of this Regulation if necessary to reconcile...""",Under what condition should processing for journalistic purposes be subject to derogations from certain provisions of the GDPR?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ228,Data Protection,Article 85(2),"Member States should adopt legislative measures which lay down the exemptions and derogations necessary for the purpose of balancing those fundamental rights.""",What obligation requires Member States to adopt legislative measures for exemptions and derogations to balance fundamental rights?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ229,Data Protection,Article 86(1),"This Regulation allows the principle of public access to official documents to be taken into account when applying this Regulation.""",What obligation allows public access to official documents to be taken into account when applying the GDPR?,"cco:Permission, cco:hasAction",,,
CQ230,Data Protection,Article 86(1),"Personal data in documents held by a public authority or a public body should be able to be publicly disclosed by that authority or body if the disclosure is provided for by Union or Member State law...""",Under what condition may personal data in documents held by a public authority be publicly disclosed?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ231,Data Protection,Article 88(1),"Member State law or collective agreements, including ‘works agreements’, may provide for specific rules on the processing of employees' personal data in the employment context...""",What obligation applies to Member States regarding specific rules on processing employees' personal data in the employment context?,"cco:Permission, cco:appliesToRole, cco:hasAction",,,
CQ232,Data Protection,Article 89(1),"The processing of personal data for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes should be subject to appropriate safeguards...""","What obligation applies to the processing of personal data for archiving, research or statistical purposes?","cco:Obligation, cco:appliesToRole, cco:hasAction",,,
