cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score,dup_stage
CQ107,Healthcare,Article 27.1(b),"decide in each case the technique employed to secure an adequate level of control of the public health risk""",What action may the competent authority take to control public health risk on an affected conveyance?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,,
CQ108,Healthcare,Article 27.2,"the affected conveyance may nevertheless be allowed to depart, subject to the following conditions: (a) the competent authority shall... inform the competent authority for the next known point of entry""",Under what condition may a conveyance be allowed to depart even if the competent authority cannot carry out required control measures?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ109,Healthcare,Article 27.2(b),"in the case of a ship, the evidence found and the control measures required shall be noted in the Ship Sanitation Control Certificate""",What information must be recorded in the Ship Sanitation Control Certificate when control measures are required on a ship?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ110,Healthcare,Article 27.2 (last sentence),"Any such conveyance shall be permitted to take on, under the supervision of the competent authority, fuel, water, food and supplies.""",What resources may a conveyance take on under supervision when departing under exceptional conditions?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,,
CQ111,Healthcare,Article 27.3,"A conveyance that has been considered as affected shall cease to be regarded as such when the competent authority is satisfied that: (a) the measures... have been effectively carried out""",When does an affected conveyance cease to be regarded as affected?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,,
CQ112,Healthcare,Article 28.1,"the ship or aircraft may be ordered to proceed at its own risk to the nearest suitable point of entry available to it""",What obligation applies to ships or aircraft arriving at a point of entry that is not equipped for health measures?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,,
CQ113,Healthcare,Article 28.2,"if a source of infection or contamination is found on board, the carrying out of necessary disinfection, decontamination, disinsection or deratting...""",Under what condition may a State Party refuse free pratique to a ship or aircraft?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,,
CQ114,Healthcare,Article 28.3,"a State Party shall authorize the granting of free pratique by radio or other communication means... when... the arrival will not result in the introduction or spread of disease""",What permission is granted regarding remote granting of free pratique?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ115,Healthcare,Article 28.4,"shall make known to the port or airport control... any cases of illness indicative of a disease of an infectious nature or evidence of a public health risk on board""",What obligation applies to officers in command of ships or pilots in command of aircraft regarding public health risks on board?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ116,Healthcare,Article 28.5(a),"shall make every effort to communicate without delay with the nearest competent authority""",What action must the pilot or officer in command take if a suspect aircraft or ship lands elsewhere than intended?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ117,Healthcare,Article 28.5(b),"it may apply health measures recommended by WHO or other health measures provided in these Regulations""",What health measures may the competent authority apply after being informed of an unscheduled landing of a suspect conveyance?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ118,Healthcare,Article 28.5(c),"no traveller on board the aircraft or ship shall leave its vicinity and no cargo shall be removed... unless authorized by the competent authority""",What restriction applies to travellers and cargo on a suspect conveyance that has landed elsewhere than intended?,"cco:Condition, cco:Prohibition, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,,
CQ119,Healthcare,Article 28.5(d),"when all health measures required by the competent authority have been completed, the aircraft or ship may... proceed either to the airport or port at which it was due to land or berth""",When may a suspect or affected aircraft or ship proceed to its original destination after completing health measures?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ120,Healthcare,Article 28.6,"may take such emergency measures as may be necessary for the health and safety of travellers on board""",What emergency measures may the officer or pilot in command take for the health and safety of travellers?,"cco:Permission, cco:appliesToRole, cco:hasAction",,,
CQ121,Healthcare,Article 28.6,"He or she shall inform the competent authority as early as possible concerning any measures taken pursuant to this paragraph""",What obligation applies to the officer or pilot in command after taking emergency measures?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ122,Healthcare,Article 30,"a suspect traveller who on arrival is placed under public health observation may continue an international voyage, if the traveller does not pose an imminent public health risk""",Under what condition may a suspect traveller continue an international voyage?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ123,Healthcare,Article 30,"On arrival, the traveller shall report to that authority""",What obligation applies to a suspect traveller continuing a voyage under public health observation?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ124,Healthcare,Article 31.1(a),"States Parties... may require medical examination... when necessary to determine whether a public health risk exists""",Under what conditions may a State Party require a medical examination as a condition of entry?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ125,Healthcare,Article 31.2,"the State Party concerned may... deny entry to that traveller""",What action may a State Party take if a traveller refuses to consent to a required medical examination?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ126,Healthcare,Article 31.2(a),"compel the traveller to undergo... the least invasive and intrusive medical examination that would achieve the public health objective""",What least invasive medical examination may a State Party compel a traveller to undergo in case of imminent public health risk?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ127,Healthcare,Article 31.2(c),"additional established health measures that prevent or control the spread of disease, including isolation, quarantine or placing under public health observation""",What additional health measures may be applied to a traveller posing an imminent public health risk?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ128,Healthcare,Article 32,"treat travellers with respect for their dignity, human rights and fundamental freedoms and minimize any discomfort or distress""",How shall States Parties treat travellers when implementing health measures?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ129,Healthcare,Article 32(c),"providing or arranging for adequate food and water, appropriate accommodation and clothing, protection for baggage... appropriate medical treatment, means of necessary communication""",What accommodation and support must be provided to quarantined or isolated travellers?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,,
CQ130,Healthcare,Article 33,"goods, other than live animals, in transit without transhipment shall not be subject to health measures under these Regulations""",Are goods in transit subject to health measures under the IHR?,"cco:Condition, cco:Prohibition, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,,
CQ131,Healthcare,Article 34.1,"States Parties shall ensure... that container shippers use international traffic containers that are kept free from sources of infection or contamination""",What obligation applies to container shippers regarding sources of infection or contamination?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ132,Healthcare,Article 34.2,"States Parties shall ensure... that container loading areas are kept free from sources of infection or contamination""",What obligation applies to container loading areas regarding sources of infection?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ133,Healthcare,Article 34.3,"whenever... the volume of international container traffic is sufficiently large, the competent authorities shall take all practicable measures... including carrying out inspections""",When must competent authorities inspect container loading areas?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ134,Healthcare,Article 34.4,"Facilities for the inspection and isolation of containers shall, as far as practicable, be available at container loading areas""",What facilities must be available at container loading areas?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression, cco:hasObject",,,
CQ135,Healthcare,Article 34.5,"Container consignees and consignors shall make every effort to avoid cross-contamination when multiple-use loading of containers is employed""",What obligation applies to container consignees and consignors regarding cross-contamination?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ136,Healthcare,Article 35.1,"No health documents, other than those provided for under these Regulations or in recommendations issued by WHO, shall be required in international traffic""",What health documents are prohibited in international traffic?,"cco:Prohibition, cco:hasAction, cco:hasObject",,,
CQ137,Healthcare,Article 35.1,"The competent authority may request travellers to complete contact information forms... provided that they meet the requirements set out in Article 23""",Under what condition may a State Party require a traveller to complete a contact information form?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ138,Healthcare,Article 35.2,"Health documents under these Regulations may be issued in non-digital format or digital format""",What format requirements apply to health documents under the IHR?,"cco:Permission, cco:hasAction, cco:hasObject",,,
CQ139,Healthcare,Article 35.3,"said health documents shall conform to the Annexes... and their authenticity shall be ascertainable""",What must health documents conform to regardless of format?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ140,Healthcare,Article 37.1,"The master of a ship, before arrival at its first port of call in the territory of a State Party, shall ascertain the state of health on board...""",Which obligation applies to the master of a ship regarding the submission of a Ship Declaration of Health upon arrival at a port in a State Party?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ141,Healthcare,Article 37.1,"The master of a ship... shall complete and deliver to the competent authority... a Ship Declaration of Health...""",What role is required to complete and deliver the Ship Declaration of Health under Article 37?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ142,Healthcare,Article 37.1,"The master of a ship... shall complete and deliver to the competent authority... a Ship Declaration of Health...""",What action is required of the master of a ship under Article 37.1 when arriving at a port in a State Party?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ143,Healthcare,Article 37.1,"complete and deliver to the competent authority for that port a Ship Declaration of Health""",What resource must be delivered by the master of a ship under Article 37.1?,"cco:Obligation, cco:Resource, cco:hasObject",,,
CQ144,Healthcare,Article 37.1,"except when that State Party does not require it""",Under what condition may the master of a ship be exempt from delivering the Ship Declaration of Health?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ145,Healthcare,Article 37.1,"the master shall... deliver... a Ship Declaration of Health, which shall be countersigned by the ship's surgeon, if one is carried""",Who is responsible for countersigning the Ship Declaration of Health if a ship carries a surgeon?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ146,Healthcare,Article 37.2,"shall supply any information required by the competent authority as to health conditions on board during an international voyage""",What information must the master or ship’s surgeon provide to the competent authority under Article 37.2?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ147,Healthcare,Article 37.3,"A Ship Declaration of Health shall conform to the model provided in Annex 8""",What model must the Ship Declaration of Health conform to?,"cco:Obligation, cco:appliesUnder, cco:hasObject",,,
CQ148,Healthcare,Article 37.4,"A State Party may decide: (a) to dispense with the submission... or (b) to require the submission... under a recommendation...""",What decision options does a State Party have regarding the submission of the Ship Declaration of Health?,"cco:Permission, cco:appliesToRole, cco:hasAction",,,
CQ149,Healthcare,Article 37.4(b),"to require the submission... under a recommendation concerning ships arriving from affected areas or to require it from ships which might otherwise carry infection""",Under what conditions may a State Party require submission of the Ship Declaration of Health from ships?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ150,Healthcare,Article 37.4,"The State Party shall inform shipping operators or their agents of these requirements""",Who must be informed by the State Party about requirements for Ship Declaration of Health submission?,"cco:Obligation, cco:allocatedTo, cco:appliesToRole, cco:hasAction",,,
CQ151,Healthcare,Article 38.1,"The pilot in command of an aircraft or the pilot's agent... shall complete and deliver... the Health Part of the Aircraft General Declaration""",What role is responsible for completing and delivering the Health Part of the Aircraft General Declaration?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ152,Healthcare,Article 38.2,"shall supply any information required by the State Party as to health conditions on board during an international voyage""",What action must the pilot in command or agent take regarding health information on arrival under Article 38.2?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ153,Healthcare,Article 38.1,"shall conform to the model specified in Annex 9""",What model must the Health Part of the Aircraft General Declaration conform to?,"cco:Obligation, cco:appliesUnder, cco:hasObject",,,
CQ154,Healthcare,Article 38.1,"except when that State Party does not require it""",Under what condition may a State Party exempt aircraft from submitting the Health Part of the Aircraft General Declaration?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ155,Healthcare,Article 38.3,"A State Party may decide: (a) to dispense with the submission... or (b) to require the submission... under a recommendation...""",What options does a State Party have regarding the submission of the Health Part of the Aircraft General Declaration?,"cco:Permission, cco:appliesUnder, cco:hasAction",,,
CQ156,Healthcare,Article 38.3,"The State Party shall inform aircraft operators or their agents of these requirements""",Who must be informed by the State Party about requirements for the Health Part of the Aircraft General Declaration?,"cco:Obligation, cco:allocatedTo, cco:appliesToRole, cco:hasAction",,,
CQ157,Healthcare,Article 39.1,"shall be valid for a maximum period of six months""",What is the maximum validity period for Ship Sanitation Control Exemption and Ship Sanitation Control Certificates?,cco:Obligation,,,
CQ158,Healthcare,Article 39.1,"This period may be extended by one month if the inspection or control measures required cannot be accomplished at the port""",Under what condition can the validity of a Ship Sanitation Certificate be extended?,"cco:Exception, cco:hasCondition, cco:hasException, cco:modifiesNorm",,,
CQ159,Healthcare,Article 39.2,"If a valid Ship Sanitation Control Exemption Certificate or Ship Sanitation Control Certificate is not produced... the State Party may proceed as provided in paragraph 1 of Article 27""",What action may a State Party take if a valid Ship Sanitation Certificate is not produced?,"cco:Permission, cco:appliesUnder, cco:hasAction",,,
CQ160,Healthcare,Article 39.3,"The certificates referred to in this Article shall conform to the model in Annex 3""",What model must the Ship Sanitation Certificates conform to?,"cco:Obligation, cco:appliesUnder, cco:hasObject",,,
CQ161,Healthcare,Article 39.4,"Whenever possible, control measures shall be carried out when the ship and holds are empty""",When should control measures on ships be carried out according to Article 39.4?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ162,Healthcare,Article 39.5,"the competent authority shall issue a Ship Sanitation Control Certificate, noting the evidence found and the control measures taken""",What action must the competent authority take after satisfactory completion of control measures?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ163,Healthcare,Article 39.6,"if it is satisfied that the ship is free of infection and contamination, including vectors and reservoirs""",Under what condition may a Ship Sanitation Control Exemption Certificate be issued?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ164,Healthcare,Article 39.7,"the competent authority shall make a note to that effect on the Ship Sanitation Control Certificate""",What note must the competent authority make if control measures cannot yield a satisfactory result?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ165,Healthcare,Article 40.1,"no charge shall be made by a State Party... for the following measures... (a) any medical examination... (b) any vaccination...""",What health measures for travellers are exempt from charges under Article 40.1?,"cco:Prohibition, cco:appliesUnder, cco:hasAction",,,
CQ166,Healthcare,Article 40.1(b),"any vaccination or other prophylaxis provided to a traveller on arrival that is not a published requirement or is a requirement published less than 10 days prior...""",Under what condition may a State Party charge for vaccinations provided to travellers?,"cco:Condition, cco:Prohibition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ167,Healthcare,Article 40.3,"every charge shall: (a) conform to this tariff; (b) not exceed the actual cost...; and (c) be levied without distinction...""",What conditions must charges for health measures meet if they are levied under Article 40.3?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ168,Healthcare,Article 40.4,"The tariff, and any amendment thereto, shall be published at least 10 days in advance of any levy thereunder""",How far in advance must a tariff for health measure charges be published?,"cco:Obligation, cco:hasAction",,,
CQ169,Healthcare,Article 40.6,"Under no circumstances shall travellers... be denied the ability to depart... pending payment of the charges...""",May a State Party deny departure of a traveller pending payment of health measure charges?,"cco:Prohibition, cco:appliesUnder, cco:hasAction",,,
CQ170,Healthcare,Article 41.1,"be levied without distinction as to the nationality, flag, registry or ownership...""","What principle must charges for baggage, cargo, and conveyances follow under Article 41.1?","cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ171,Healthcare,Article 41.2,"The tariff, and any amendment thereto, shall be published at least 10 days in advance of any levy thereunder""",When must the tariff for charges on goods and conveyances be published?,"cco:Obligation, cco:hasAction",,,
CQ172,Healthcare,Article 42,"Health measures... shall be initiated and completed without delay, and applied in a transparent and non-discriminatory manner""",How must health measures be applied under Article 42?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ173,Healthcare,Article 43.1,"States Parties from implementing health measures... which: (a) achieve the same or greater level of health protection... or (b) are otherwise prohibited...""",Under what conditions may a State Party implement additional health measures under Article 43.1?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,,
CQ174,Healthcare,Article 43.2,"base their determinations upon: (a) scientific principles; (b) available scientific evidence...; and (c) any available specific guidance or advice from WHO""",What basis must a State Party use to determine implementation of additional health measures under Article 43.2?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ175,Healthcare,Article 43.3,"A State Party implementing additional health measures... which significantly interfere with international traffic shall provide to WHO the public health rationale...""",When must a State Party provide public health rationale to WHO for additional health measures?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ176,Healthcare,Article 43.3,"significant interference generally means refusal of entry or departure... or their delay, for more than 24 hours""",What constitutes significant interference with international traffic under Article 43.3?,"cco:ConditionExpression, cco:appliesUnder",,,
CQ177,Healthcare,Article 43.5,"shall inform WHO, within 48 hours of implementation, of such measures and their health rationale""",Within how many hours must a State Party inform WHO of additional health measures that significantly interfere with traffic?,"cco:Obligation, cco:hasAction",,,
CQ178,Healthcare,Article 43.6,"within three months review such a measure taking into account the advice of WHO and the criteria in paragraph 2""",How often must a State Party review additional health measures implemented under Article 43?,"cco:Obligation, cco:hasAction",,,
CQ179,Healthcare,Article 43.7,"any State Party impacted by a measure... may request the State Party implementing such a measure to consult with it""",May a State Party request consultation with another State Party affected by its health measures?,"cco:Permission, cco:appliesUnder, cco:hasAction",,,
CQ180,Healthcare,"Article 13, paragraph 2 bis","States Parties, subject to applicable law and available resources, shall maintain or increase domestic funding, as necessary...""","Which obligation applies to States Parties regarding domestic funding for the implementation of the IHR, subject to applicable law and available resources?","cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,,
CQ181,Healthcare,"Article 13, paragraph 2 bis","collaborate, including through international cooperation and assistance, as appropriate, to strengthen sustainable financing...""",What action is required of States Parties in relation to international cooperation for strengthening sustainable financing under the IHR?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ182,Healthcare,"Article 13, paragraph 2 ter (a)","encourage governance and operating models of existing financing entities... to be regionally representative...""",What obligation do States Parties have regarding governance models of financing entities under the IHR?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ183,Healthcare,"Article 13, paragraph 2 ter (b)","identify and enable access to financial resources... necessary to equitably address the needs and priorities of developing countries...""",What action must States Parties take to enable access to financial resources for developing countries under the IHR?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ184,Healthcare,"Article 13, paragraph 2 quater","The Director-General shall support the collaboration work in paragraph 2 bis of this Article, as appropriate.""",What role does the Director-General have in supporting collaboration under Article 13?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ185,Healthcare,"Article 44 bis, paragraph 1","A Coordinating Financial Mechanism (hereinafter 'the Mechanism') is hereby established...""",Which regulation establishes the Coordinating Financial Mechanism under the IHR?,"cco:Regulation, cco:specifiesNorm",,,
CQ186,Healthcare,"Article 44 bis, paragraph 1 (a)","promote the provision of timely, predictable, and sustainable financing for the implementation of these Regulations...""",What obligation is specified by the regulation establishing the Coordinating Financial Mechanism regarding timely financing?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ187,Healthcare,"Article 44 bis, paragraph 2 (a)","use or conduct relevant needs and funding gap analyses""",What obligation does the Coordinating Financial Mechanism have regarding funding gap analyses?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ188,Healthcare,"Article 44 bis, paragraph 2 (b)","promote harmonization, coherence and coordination of existing financing instruments""",What action must the Coordinating Financial Mechanism take to promote coordination of existing financing instruments?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ189,Healthcare,"Article 44 bis, paragraph 2 (c)","identify all sources of financing... and make this information available to States Parties""",What obligation does the Coordinating Financial Mechanism have regarding making financing information available to States Parties?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ190,Healthcare,"Article 44 bis, paragraph 2 (d)","provide advice and support, upon request, to States Parties in identifying and applying for financial resources...""",What support must the Coordinating Financial Mechanism provide upon request to States Parties seeking financial resources?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ191,Healthcare,"Article 44 bis, paragraph 2 (e)","leverage voluntary monetary contributions for organizations... supporting States Parties to develop, strengthen and maintain their core capacities""",What action is required of the Coordinating Financial Mechanism regarding voluntary contributions for core capacity development?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ192,Healthcare,"Article 44 bis, paragraph 3","The Mechanism shall function... under the authority and guidance of the Health Assembly and be accountable to it.""",Under what authority does the Coordinating Financial Mechanism operate in relation to the IHR?,"cco:Regulation, cco:appliesUnder, cco:specifiesNorm",,,
CQ193,Healthcare,"Article 45, paragraph 1","Health information... which refers to an identified or identifiable person shall be kept confidential and processed anonymously...""",What obligation applies to States Parties regarding confidentiality of personal health data under the IHR?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ194,Healthcare,"Article 45, paragraph 2","States Parties may process and disclose personal data where essential for the purposes of assessing and managing a public health risk""",Under what condition may States Parties process and disclose personal data under Article 45?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,,
CQ195,Healthcare,"Article 45, paragraph 2 (a)-(d)","personal data are: (a) processed fairly and lawfully... (d) not kept longer than necessary""",What conditions apply to the processing of personal data when essential for public health risk management?,"cco:ConditionExpression, cco:appliesUnder",,,
CQ196,Healthcare,"Article 45, paragraph 3","WHO shall as far as practicable provide an individual with his or her personal data... and allow for correction""",What obligation does WHO have regarding individual access to personal data under the IHR?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ197,Healthcare,Article 46,"facilitate the transport, entry, exit, processing and disposal of biological substances... for verification and public health response purposes""",What action must States Parties take regarding transport of biological substances under the IHR?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ198,Healthcare,Article 47,"The Director-General shall establish a roster composed of experts in all relevant fields of expertise""",What regulation establishes the IHR Expert Roster?,"cco:Regulation, cco:specifiesNorm",,,
CQ199,Healthcare,Article 47,"The Director-General shall appoint the members of the IHR Expert Roster in accordance with the WHO Advisory Panel Regulations""",What obligation does the Director-General have regarding appointment of members to the IHR Expert Roster?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ200,Healthcare,"Article 48, paragraph 2","The Director-General shall select the members of the Emergency Committee on the basis of expertise... and equitable geographical representation""",What obligation applies to the Director-General regarding the composition of the Emergency Committee?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ201,Healthcare,"Article 49, paragraph 3","prepare... a brief summary report of its proceedings and deliberations, including any advice on recommendations""",What action must the Emergency Committee take following each meeting?,"cco:Obligation, cco:hasAction",,,
CQ202,Healthcare,"Article 49, paragraph 6","The Director-General shall communicate to all States Parties... any temporary recommendations... and the modification, extension and termination of such recommendations""",What obligation does the Director-General have regarding communication of temporary recommendations?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ203,Healthcare,"Article 49, paragraph 7","States Parties in whose territories the event has occurred may propose... the termination of a public health emergency...""",What action may States Parties in the affected territory take regarding termination of a public health emergency?,"cco:Permission, cco:appliesToRole, cco:hasAction",,,
CQ204,Healthcare,"Article 50, paragraph 1","The Director-General shall establish a Review Committee, which shall carry out the following functions...""",What obligation does the Director-General have regarding establishment of the Review Committee?,"cco:Obligation, cco:hasAction",,,
CQ205,Healthcare,"Article 50, paragraph 1 (a)","make technical recommendations to the Director-General regarding amendments to these Regulations""",What action must the Review Committee take regarding amendments to the IHR?,"cco:Obligation, cco:hasAction",,,
CQ206,Healthcare,Article 53,"When the Director-General considers that a standing recommendation is necessary... the Director-General shall seek the views of the Review Committee""",What obligation applies to the Director-General regarding seeking views of the Review Committee on standing recommendations?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ207,Healthcare,"Article 13, paragraph 2 quater","States Parties and the Director-General shall report on its outcomes as part of the reporting to the Health Assembly""",What regulation specifies the obligation for States Parties to report on collaboration outcomes under Article 13?,"cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ208,Healthcare,"Article 13, paragraph 3","Collaboration under this Article may be implemented through multiple channels, including bilaterally, through regional networks...""",Through which channels may collaboration under Article 13 be implemented?,"cco:Permission, cco:appliesUnder, cco:hasAction",,,
CQ209,Healthcare,Article 47,"The Director-General shall periodically inform the States Parties... of the composition of the IHR Expert Roster""",What obligation does the Director-General have regarding informing States Parties of the IHR Expert Roster composition?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ210,Healthcare,Article 54.1,"States Parties and the Director-General shall report to the Health Assembly on the implementation of these Regulations...""",Which regulation specifies an obligation for States Parties to report on implementation of the IHR?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ211,Healthcare,Article 54.2,"The Health Assembly shall periodically review the functioning of these Regulations, including financing for their effective implementation.""",Which regulation specifies an obligation for the Health Assembly to periodically review the functioning of the IHR?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ212,Healthcare,Article 54.3,"WHO shall periodically conduct studies to review and evaluate the functioning of Annex 2.""",Which regulation specifies an obligation for WHO to conduct periodic studies on Annex 2 of the IHR?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ213,Healthcare,Article 54 bis.1,"The States Parties Committee for the Implementation of the International Health Regulations (2005) is hereby established...""",Which regulation specifies the establishment of the States Parties Committee for the Implementation of the IHR?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ214,Healthcare,Article 54 bis.2,"The Committee shall be comprised of all States Parties and shall meet at least once every two years.""",Which regulation specifies that the States Parties Committee shall meet at least once every two years?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ215,Healthcare,Article 54 bis.3,"The Committee shall have a Chair and a Vice-Chair, elected by the Committee from among its State Party members, who shall serve for two years...""",Which regulation specifies that the States Parties Committee shall have a Chair and Vice-Chair elected for two-year terms?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ216,Healthcare,Article 54 bis.4,"The Committee shall adopt, at its first meeting, by consensus, terms of reference for the Coordinating Financial Mechanism...""",Which regulation specifies that the States Parties Committee shall adopt terms of reference for the Coordinating Financial Mechanism?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ217,Healthcare,Article 56.1,"The States Parties concerned shall seek in the first instance to settle the dispute through negotiation or any other peaceful means...""",Which regulation specifies an obligation for States Parties to seek to settle disputes through negotiation?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ218,Healthcare,Article 56.3,"A State Party may at any time declare in writing to the Director-General that it accepts arbitration as compulsory...""",Which regulation specifies that a State Party may declare acceptance of compulsory arbitration in writing to the Director-General?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ219,Healthcare,Article 56.3,"The Director-General shall inform the Health Assembly regarding such action as appropriate.""",Which regulation specifies that the Director-General shall inform the Health Assembly about declarations of compulsory arbitration?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ220,Healthcare,Article 56.5,"In the event of a dispute between WHO and one or more States Parties... the matter shall be submitted to the Health Assembly.""",Which regulation specifies that disputes between WHO and one or more States Parties shall be submitted to the Health Assembly?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
